2015-07-01,44693
2015-07-02,116358
2015-07-03,67572
2015-07-04,61446
2015-07-05,53134
2015-07-06,54163
2015-07-07,51329
2015-07-08,55084
2015-07-09,70286
2015-07-10,44652
2015-07-11,29051
2015-07-12,51363
2015-07-13,56789
2015-07-14,44665
2015-07-15,62234
2015-07-16,89015
2015-07-17,61806
2015-07-18,43969
2015-07-19,38325
2015-07-20,68462
2015-07-21,42410
2015-07-22,39150
2015-07-23,202618
2015-07-24,81993
2015-07-25,54754
2015-07-26,63340
2015-07-27,61097
2015-07-28,74394
2015-07-29,62641
2015-07-30,99333
2015-07-31,63352
2015-08-01,59615
2015-08-02,69367
2015-08-03,42078
2015-08-04,42722
2015-08-05,61871
2015-08-06,79237
2015-08-07,65244
2015-08-08,41913
2015-08-09,42443
2015-08-10,72398
2015-08-11,60966
2015-08-12,77580
2015-08-13,117819
2015-08-14,60847
2015-08-15,38271
2015-08-16,57141
2015-08-17,29281
2015-08-18,39125
2015-08-19,52845
2015-08-20,66884
2015-08-21,55532
2015-08-22,51935
2015-08-23,50896
2015-08-24,43276
2015-08-25,52362
2015-08-26,69674
2015-08-27,59212
2015-08-28,45791
2015-08-29,51572
2015-08-30,28040
2015-08-31,46503
2015-09-01,46531
2015-09-02,65812
2015-09-03,88993
2015-09-04,47721
2015-09-05,49927
2015-09-06,33845
2015-09-07,39411
2015-09-08,42556
2015-09-09,44029
2015-09-10,84436
2015-09-11,62727
2015-09-12,69210
2015-09-13,64464
2015-09-14,48346
2015-09-15,46049
2015-09-16,76624
2015-09-17,114870
2015-09-18,75127
2015-09-19,48841
2015-09-20,41490
2015-09-21,37822
2015-09-22,57263
2015-09-23,66669
2015-09-24,100676
2015-09-25,50138
2015-09-26,27816
2015-09-27,42216
2015-09-28,27926
2015-09-29,44889
2015-09-30,43491
2015-10-01,82446
2015-10-02,58258
2015-10-03,48438
2015-10-04,39888
2015-10-05,43000
2015-10-06,36425
2015-10-07,28869
2015-10-08,48369
2015-10-09,77028
2015-10-10,66586
2015-10-11,48282
2015-10-12,47937
2015-10-13,33998
2015-10-14,41952
2015-10-15,77588
2015-10-16,52725
2015-10-17,37154
2015-10-18,49996
2015-10-19,47644
2015-10-20,56345
2015-10-21,67523
2015-10-22,103457
2015-10-23,90112
2015-10-24,46051
2015-10-25,20891
2015-10-26,20988
2015-10-27,24958
2015-10-28,25197
2015-10-29,45448
2015-10-30,58667
2015-10-31,71807
2015-11-01,42300
2015-11-02,35638
2015-11-03,54101
2015-11-04,42164
2015-11-05,46871
2015-11-06,39752
2015-11-07,34647
2015-11-08,41852
2015-11-09,28050
2015-11-10,27034
2015-11-11,34800
2015-11-12,90096
2015-11-13,57363
2015-11-14,50415
2015-11-15,49746
2015-11-16,36944
2015-11-17,56355
2015-11-18,30487
2015-11-19,108553
2015-11-20,40236
2015-11-21,64657
2015-11-22,53802
2015-11-23,51685
2015-11-24,42435
2015-11-25,69705
2015-11-26,91927
2015-11-27,47667
2015-11-28,48695
2015-11-29,26939
2015-11-30,51681
2015-12-01,44415
2015-12-02,49708
2015-12-03,61572
2015-12-04,44683
2015-12-05,33845
2015-12-06,20916
2015-12-07,27218
2015-12-08,26942
2015-12-09,37433
2015-12-10,50755
2015-12-11,47244
2015-12-12,45725
2015-12-13,47584
2015-12-14,56000
2015-12-15,53937
2015-12-16,33306
2015-12-17,103583
2015-12-18,38485
2015-12-19,40446
2015-12-20,50918
2015-12-21,53924
2015-12-22,53717
2015-12-23,52665
2015-12-24,68607
2015-12-25,38106
2015-12-26,25672
2015-12-27,34013
2015-12-28,41393
2015-12-29,52896
2015-12-30,69440
2015-12-31,56874
2016-01-01,46800
2016-01-02,33310
2016-01-03,31334
