2015-07-01,314.739436619718
2015-07-02,376.563106796117
2015-07-03,359.425531914894
2015-07-04,374.670731707317
2015-07-05,308.918604651163
2015-07-06,272.175879396985
2015-07-07,303.721893491124
2015-07-08,257.401869158879
2015-07-09,423.409638554217
2015-07-10,338.272727272727
2015-07-11,238.122950819672
2015-07-12,372.195652173913
2015-07-13,447.157480314961
2015-07-14,330.851851851852
2015-07-15,374.903614457831
2015-07-16,500.084269662921
2015-07-17,441.471428571429
2015-07-18,354.588709677419
2015-07-19,348.409090909091
2015-07-20,422.604938271605
2015-07-21,323.740458015267
2015-07-22,310.714285714286
2015-07-23,610.295180722892
2015-07-24,403.906403940887
2015-07-25,393.913669064748
2015-07-26,439.861111111111
2015-07-27,439.546762589928
2015-07-28,448.156626506024
2015-07-29,429.047945205479
2015-07-30,433.768558951965
2015-07-31,368.325581395349
2015-08-01,359.126506024096
2015-08-02,410.455621301775
2015-08-03,296.323943661972
2015-08-04,284.813333333333
2015-08-05,306.292079207921
2015-08-06,489.117283950617
2015-08-07,412.936708860759
2015-08-08,358.230769230769
2015-08-09,319.12030075188
2015-08-10,423.380116959064
2015-08-11,350.379310344828
2015-08-12,389.849246231156
2015-08-13,583.262376237624
2015-08-14,400.309210526316
2015-08-15,321.605042016807
2015-08-16,442.953488372093
2015-08-17,263.792792792793
2015-08-18,372.619047619048
2015-08-19,338.75
2015-08-20,371.577777777778
2015-08-21,362.954248366013
2015-08-22,381.875
2015-08-23,407.168
2015-08-24,343.460317460317
2015-08-25,376.705035971223
2015-08-26,477.219178082192
2015-08-27,422.942857142857
2015-08-28,357.7421875
2015-08-29,429.766666666667
2015-08-30,308.131868131868
2015-08-31,460.425742574257
2015-09-01,352.507575757576
2015-09-02,453.875862068965
2015-09-03,372.355648535565
2015-09-04,320.275167785235
2015-09-05,337.344594594595
2015-09-06,262.364341085271
2015-09-07,269.938356164384
2015-09-08,301.815602836879
2015-09-09,295.496644295302
2015-09-10,541.25641025641
2015-09-11,441.739436619718
2015-09-12,591.538461538462
2015-09-13,438.530612244898
2015-09-14,326.662162162162
2015-09-15,365.468253968254
2015-09-16,491.179487179487
2015-09-17,704.723926380368
2015-09-18,536.621428571429
2015-09-19,384.574803149606
2015-09-20,357.672413793103
2015-09-21,326.051724137931
2015-09-22,430.548872180451
2015-09-23,564.991525423729
2015-09-24,474.88679245283
2015-09-25,401.104
2015-09-26,289.75
2015-09-27,430.775510204082
2015-09-28,244.964912280702
2015-09-29,404.405405405405
2015-09-30,337.139534883721
2015-10-01,353.845493562232
2015-10-02,359.617283950617
2015-10-03,295.353658536585
2015-10-04,286.964028776978
2015-10-05,302.816901408451
2015-10-06,267.830882352941
2015-10-07,267.305555555556
2015-10-08,537.433333333333
2015-10-09,437.659090909091
2015-10-10,418.779874213836
2015-10-11,352.423357664234
2015-10-12,428.008928571429
2015-10-13,274.177419354839
2015-10-14,320.24427480916
2015-10-15,566.335766423358
2015-10-16,361.130136986301
2015-10-17,328.796460176991
2015-10-18,390.59375
2015-10-19,372.21875
2015-10-20,489.95652173913
2015-10-21,465.675862068966
2015-10-22,440.242553191489
2015-10-23,790.456140350877
2015-10-24,383.758333333333
2015-10-25,267.833333333333
2015-10-26,233.2
2015-10-27,308.123456790123
2015-10-28,276.89010989011
2015-10-29,284.05
2015-10-30,371.310126582278
2015-10-31,488.482993197279
2015-11-01,352.5
2015-11-02,326.954128440367
2015-11-03,380.992957746479
2015-11-04,342.79674796748
2015-11-05,438.046728971963
2015-11-06,320.58064516129
2015-11-07,389.292134831461
2015-11-08,383.963302752294
2015-11-09,295.263157894737
2015-11-10,278.701030927835
2015-11-11,316.363636363636
2015-11-12,667.377777777778
2015-11-13,498.808695652174
2015-11-14,509.242424242424
2015-11-15,512.845360824742
2015-11-16,415.101123595506
2015-11-17,605.967741935484
2015-11-18,358.670588235294
2015-11-19,497.949541284404
2015-11-20,304.818181818182
2015-11-21,582.495495495495
2015-11-22,522.349514563107
2015-11-23,474.174311926606
2015-11-24,375.530973451327
2015-11-25,540.348837209302
2015-11-26,600.830065359477
2015-11-27,378.309523809524
2015-11-28,377.480620155039
2015-11-29,316.929411764706
2015-11-30,403.7578125
2015-12-01,290.294117647059
2015-12-02,226.977168949772
2015-12-03,353.862068965517
2015-12-04,299.885906040268
2015-12-05,341.868686868687
2015-12-06,243.209302325581
2015-12-07,283.520833333333
2015-12-08,299.355555555556
2015-12-09,363.427184466019
2015-12-10,449.159292035398
2015-12-11,437.444444444444
2015-12-12,443.932038834951
2015-12-13,428.684684684685
2015-12-14,565.656565656566
2015-12-15,508.839622641509
2015-12-16,256.2
2015-12-17,690.553333333333
2015-12-18,432.415730337079
2015-12-19,439.630434782609
2015-12-20,484.933333333333
2015-12-21,592.571428571429
2015-12-22,463.077586206897
2015-12-23,566.290322580645
2015-12-24,370.848648648649
2015-12-25,414.195652173913
2015-12-26,298.511627906977
2015-12-27,404.916666666667
2015-12-28,398.009615384615
2015-12-29,499.018867924528
2015-12-30,522.105263157895
2015-12-31,346.792682926829
2016-01-01,477.551020408163
2016-01-02,326.56862745098
2016-01-03,326.395833333333
